station,timestamp,title,artist
Z1077,2015-05-09T04:10:01.000Z,Earned It,The Weeknd
Z1077,2015-05-09T04:20:01.000Z,Trampoline,Kalin & Myles
Z1077,2015-05-09T04:30:01.000Z,Shut Up And Dance,Walk The Moon
Z1077,2015-05-09T04:30:01.000Z,Style,Taylor Swift
Z1077,2015-05-09T04:30:01.000Z,Uptown Funk,Mark Ronson And Bruno Mars
Z1077,2015-05-09T04:30:01.000Z,Dear Future Husband,Meghan Trainor
Z1077,2015-05-09T04:30:01.000Z,Thinking Out Loud,Ed Sheeran
Z1077,2015-05-09T04:40:01.000Z,Beggin For Thread,Banks
Z1077,2015-05-09T04:40:01.000Z,Talking Body,Tove Lo
Z1077,2015-05-09T04:40:01.000Z,Love Me Like You Do,Ellie Goulding
Z1077,2015-05-09T04:50:01.000Z,Bang Bang,Jessie J / Ariana Grande / Nicki Minaj
Z1077,2015-05-09T04:50:01.000Z,Sugar,Maroon 5
Z1077,2015-05-09T05:00:01.000Z,I Need Your Love,Shaggy / Mohombi / Faydee / Costi
Z1077,2015-05-09T05:00:01.000Z,Stay With Me,Sam Smith
Z1077,2015-05-09T05:00:01.000Z,Gdfr,Flo Rida / Sage The Gemini
Z1077,2015-05-09T05:10:01.000Z,You Know You Like It,DJ Snake & AlunaGeorge
Z1077,2015-05-09T05:10:01.000Z,One Last Time,Ariana Grande
Z1077,2015-05-09T05:20:01.000Z,The Night Is Still Young,Nicki Minaj
Z1077,2015-05-09T05:20:01.000Z,Coming With You,Neyo
Z1077,2015-05-09T05:20:01.000Z,Take Me To Church,Hozier
Z1077,2015-05-09T05:30:02.000Z,I Write Sins Not Tragedies,Panic! At The Disco
Z1077,2015-05-09T05:30:02.000Z,Somebody,Natalie La Rose / Jeremih
Z1077,2015-05-09T05:30:02.000Z,Am I Wrong,Nico & Vinz
Z1077,2015-05-09T05:30:02.000Z,Want To Want Me,Jason Derulo
Z1077,2015-05-09T05:40:01.000Z,Hey Mama,David Guetta / Nicki Minaj / Afrojack
Z1077,2015-05-09T05:40:01.000Z,Love Me Like You Do,Ellie Goulding
Z1077,2015-05-09T05:50:01.000Z,Bright,Echosmith
Z1077,2015-05-09T05:50:01.000Z,Rude,Magic!
Z1077,2015-05-09T05:50:01.000Z,Viva La Vida,Coldplay
Z1077,2015-05-09T05:50:01.000Z,Fight Song,Rachel Platten
Z1077,2015-05-09T06:00:01.000Z,Viva La Vida,Coldplay
Z1077,2015-05-09T06:00:01.000Z,Show Me,Kid Ink / Chris Brown
Z1077,2015-05-09T06:00:01.000Z,Counting Stars,OneRepublic
Z1077,2015-05-09T06:00:01.000Z,Gdfr,Flo Rida / Sage The Gemini
Z1077,2015-05-09T06:10:01.000Z,The Show Goes On,Lupe Fiasco
Z1077,2015-05-09T06:10:01.000Z,Juicy,Notorious B.I.G.
Z1077,2015-05-09T06:20:01.000Z,Right Round,Flo Rida
Z1077,2015-05-09T06:20:01.000Z,Pray To God,Calvin Harris/Haim
Z1077,2015-05-09T06:20:01.000Z,Closer,Tegan And Sara
Z1077,2015-05-09T06:30:01.000Z,Rough Water,Travie McCoy / Jason Mraz
Z1077,2015-05-09T06:30:01.000Z,Dazed And Confused,Jake Miller
Z1077,2015-05-09T06:30:01.000Z,Carry On,Fun.
Z1077,2015-05-09T06:40:01.000Z,Same Love,Macklemore & Ryan Lewis / Mary Lambert
Z1077,2015-05-09T06:40:01.000Z,Dead And Gone,T.I. / Justin Timberlake
Z1077,2015-05-09T06:50:01.000Z,Crushcrushcrush,Paramore
Z1077,2015-05-09T06:50:01.000Z,Wanted,Hunter Hayes
Z1077,2015-05-09T06:50:01.000Z,Around The World,Daft Punk
Z1077,2015-05-09T07:00:01.000Z,Marry Me,Jason Derulo
Z1077,2015-05-09T07:00:01.000Z,Give It Up To Me,Sean Paul
Z1077,2015-05-09T07:00:01.000Z,Temptation,Corina
Z1077,2015-05-09T07:10:01.000Z,Forget You /,Cee Lo Green
Z1077,2015-05-09T07:10:01.000Z,Pumpin' Blood,NONONO
Z1077,2015-05-09T07:10:01.000Z,Get Ur Freak On,Missy Elliott
Z1077,2015-05-09T07:20:01.000Z,Black And Yellow,Wiz Khalifa
Z1077,2015-05-09T07:20:01.000Z,Strange Clouds,B.O.B. / Lil' Wayne
Z1077,2015-05-09T07:30:01.000Z,What's Luv?,Fat Joe / Ashanti
Z1077,2015-05-09T07:30:01.000Z,Let Her Go,Passenger
Z1077,2015-05-09T07:30:01.000Z,Solo,Iyaz
Z1077,2015-05-09T07:40:01.000Z,Written In The Stars,Tinie Tempah / Eric Turner
Z1077,2015-05-09T07:40:01.000Z,Grenade,Bruno Mars
Z1077,2015-05-09T07:40:01.000Z,Trampoline,Kalin & Myles
Z1077,2015-05-09T07:50:01.000Z,One More Chance,Notorious B.I.G.
Z1077,2015-05-09T07:50:01.000Z,I Won't Give Up,Jason Mraz
Z1077,2015-05-09T07:50:01.000Z,Beggin For Thread,Banks
Z1077,2015-05-09T08:00:01.000Z,Jar Of Hearts,Christina Perri
Z1077,2015-05-09T08:00:01.000Z,Out Of My Head,Lupe Fiasco / Trey Songz
Z1077,2015-05-09T08:00:01.000Z,Love Is Gone,David Guetta / Chris Willis
Z1077,2015-05-09T08:10:01.000Z,Sugar,Flo Rida / Wynter
Z1077,2015-05-09T08:10:01.000Z,Can't Stop Me,Afrojack & Shermanology
Z1077,2015-05-09T08:10:01.000Z,The Queen And I,Gym Class Heroes
Z1077,2015-05-09T08:20:01.000Z,You're Beautiful,James Blunt
Z1077,2015-05-09T08:20:01.000Z,Back Seat,New Boyz
Z1077,2015-05-09T08:30:01.000Z,Baby Boy,Beyonce / Sean Paul
Z1077,2015-05-09T08:30:01.000Z,White Walls,Macklemore & Ryan Lewis / Hollis / Schoolboy Q
Z1077,2015-05-09T08:30:01.000Z,I Love It,Icona Pop / Charli XCX
Z1077,2015-05-09T08:40:01.000Z,Whatever You Like,T.I.
Z1077,2015-05-09T08:40:01.000Z,Billionaire,Travie McCoy / Bruno Mars
Z1077,2015-05-09T08:40:01.000Z,Tongue Tied,Grouplove
Z1077,2015-05-09T08:50:01.000Z,No Hands  /,Waka Flocka Flame / Roscoe Dash / Wale
Z1077,2015-05-09T08:50:01.000Z,Coming With You,Neyo
Z1077,2015-05-09T08:50:01.000Z,I'm Still In Love With You,Sean Paul / Sasha
Z1077,2015-05-09T09:00:01.000Z,Paradise,Coldplay
Z1077,2015-05-09T09:00:01.000Z,Fight Song,Rachel Platten
Z1077,2015-05-09T09:00:01.000Z,It Girl,Jason Derulo
Z1077,2015-05-09T09:10:01.000Z,One More Time,Daft Punk
Z1077,2015-05-09T09:10:01.000Z,Cry /,Bingo Players
Z1077,2015-05-09T09:20:01.000Z,Replay,Iyaz
Z1077,2015-05-09T09:20:01.000Z,In The End,Linkin Park
Z1077,2015-05-09T09:20:01.000Z,The Lazy Song,Bruno Mars
Z1077,2015-05-09T09:20:01.000Z,Both Of Us,B.O.B. / Taylor Swift
Z1077,2015-05-09T09:30:01.000Z,Work It /,Missy Elliott
Z1077,2015-05-09T09:30:01.000Z,Big Poppa,Notorious B.I.G.
Z1077,2015-05-09T09:40:01.000Z,Battle Scars,Lupe Fiasco / Guy Sebastian
Z1077,2015-05-09T09:40:01.000Z,The Only Exception,Paramore
Z1077,2015-05-09T09:40:01.000Z,Love Don't Let Me Go,David Guetta
Z1077,2015-05-09T09:50:01.000Z,She Will Be Loved,Maroon 5
Z1077,2015-05-09T09:50:01.000Z,Are You That Somebody?,Aaliyah
Z1077,2015-05-09T09:50:01.000Z,Work Hard Play Hard,Wiz Khalifa
Z1077,2015-05-09T10:00:02.000Z,Pray To God,Calvin Harris/Haim
Z1077,2015-05-09T10:00:02.000Z,Show Stopper,Danity Kane
Z1077,2015-05-09T10:00:02.000Z,Can't Believe It /,Flo Rida / Pitbull
Z1077,2015-05-09T10:10:01.000Z,Don't,Ed Sheeran
Z1077,2015-05-09T10:10:01.000Z,I Need Your Love,Shaggy / Mohombi / Faydee / Costi
Z1077,2015-05-09T10:10:01.000Z,One Last Time,Ariana Grande
Z1077,2015-05-09T10:20:01.000Z,Somebody,Natalie La Rose / Jeremih
Z1077,2015-05-09T10:20:01.000Z,Dear Future Husband,Meghan Trainor
Z1077,2015-05-09T10:20:01.000Z,Stereo Hearts,Gym Class Heroes / Adam Levine
Z1077,2015-05-09T10:30:01.000Z,Gdfr,Flo Rida / Sage The Gemini
Z1077,2015-05-09T10:30:01.000Z,Chandelier,Sia
Z1077,2015-05-09T10:40:01.000Z,The Night Is Still Young,Nicki Minaj
Z1077,2015-05-09T10:40:01.000Z,Love Me Like You Do,Ellie Goulding
Z1077,2015-05-09T10:40:01.000Z,It's Time,Imagine Dragons
Z1077,2015-05-09T10:50:01.000Z,Lay Me Down,Sam Smith
Z1077,2015-05-09T10:50:01.000Z,Style,Taylor Swift
Z1077,2015-05-09T10:50:01.000Z,Temperature,Sean Paul
Z1077,2015-05-09T11:00:01.000Z,Beg For It,Iggy Azalea
Z1077,2015-05-09T11:00:01.000Z,I'm Yours,Jason Mraz / Lil' Wayne / Jah Cure
Z1077,2015-05-09T11:00:01.000Z,Want To Want Me,Jason Derulo
Z1077,2015-05-09T11:10:01.000Z,Worth It,Fifth Harmony / Kid Ink
Z1077,2015-05-09T11:10:01.000Z,Earned It,The Weeknd
Z1077,2015-05-09T11:20:01.000Z,Dazed And Confused,Jake Miller
Z1077,2015-05-09T11:20:01.000Z,Some Nights,Fun.
Z1077,2015-05-09T11:30:01.000Z,I Want You To Know,Zedd / Selena Gomez
Z1077,2015-05-09T11:30:01.000Z,Am I Wrong,Nico & Vinz
Z1077,2015-05-09T11:30:01.000Z,One Last Time,Ariana Grande
Z1077,2015-05-09T11:30:01.000Z,Hey Mama,David Guetta / Nicki Minaj / Afrojack
Z1077,2015-05-09T11:40:01.000Z,Somebody,Natalie La Rose / Jeremih
Z1077,2015-05-09T11:40:01.000Z,The A Team,Ed Sheeran
Z1077,2015-05-09T11:50:01.000Z,Teenage Dream,Katy Perry
Z1077,2015-05-09T11:50:01.000Z,Clocks,Coldplay
Z1077,2015-05-09T11:50:01.000Z,Don't Trust Me,3OH!3
Z1077,2015-05-09T11:50:01.000Z,Cool Kids,Echosmith
Z1077,2015-05-09T11:50:01.000Z,Ghost Town,Adam Lambert
Z1077,2015-05-09T12:00:02.000Z,Chains,Nick Jonas
Z1077,2015-05-09T12:00:02.000Z,You Know You Like It,DJ Snake & AlunaGeorge
Z1077,2015-05-09T12:10:01.000Z,Rather Be,Clean Bandit / Jess Glynne
Z1077,2015-05-09T12:10:01.000Z,Bright,Echosmith
Z1077,2015-05-09T12:10:01.000Z,Love Me Like You Do,Ellie Goulding
Z1077,2015-05-09T12:20:01.000Z,Pray To God,Calvin Harris / Haim
Z1077,2015-05-09T12:20:01.000Z,Thrift Shop,Macklemore & Ryan Lewis
Z1077,2015-05-09T12:20:01.000Z,Airplanes,B.O.B. / Hayley Williams
Z1077,2015-05-09T12:30:01.000Z,Talk Dirty,Jason Derulo / 2 Chainz
Z1077,2015-05-09T12:30:01.000Z,Earned It,The Weeknd
Z1077,2015-05-09T12:40:01.000Z,American Oxygen,Rihanna
Z1077,2015-05-09T12:40:01.000Z,One Last Time,Ariana Grande
Z1077,2015-05-09T12:40:01.000Z,Titanium,David Guetta / Sia
Z1077,2015-05-09T12:40:01.000Z,Shut Up And Dance,Walk The Moon
Z1077,2015-05-09T12:50:01.000Z,Sugar,Maroon 5
Z1077,2015-05-09T12:50:01.000Z,Whatcha Say,Jason Derulo
Z1077,2015-05-09T13:00:01.000Z,Gdfr,Flo Rida / Sage The Gemini
Z1077,2015-05-09T13:00:01.000Z,Talking Body,Tove Lo
Z1077,2015-05-09T13:10:01.000Z,Somebody,Natalie La Rose / Jeremih
Z1077,2015-05-09T13:10:01.000Z,Blank Space,Taylor Swift
Z1077,2015-05-09T13:20:01.000Z,Want To Want Me,Jason Derulo
Z1077,2015-05-09T13:20:01.000Z,Thinking Out Loud,Ed Sheeran
Z1077,2015-05-09T13:20:01.000Z,She Will Be Loved,Maroon 5
Z1077,2015-05-09T13:30:01.000Z,Shut Up And Dance,Walk The Moon
Z1077,2015-05-09T13:30:01.000Z,Shake It Off,Taylor Swift
Z1077,2015-05-09T13:40:01.000Z,Lay Me Down,Sam Smith
Z1077,2015-05-09T13:40:01.000Z,Sugar,Maroon 5
Z1077,2015-05-09T13:40:01.000Z,Mirrors,Justin Timberlake
Z1077,2015-05-09T13:50:01.000Z,Style,Taylor Swift
Z1077,2015-05-09T13:50:01.000Z,Grenade,Bruno Mars
Z1077,2015-05-09T13:50:01.000Z,Ain't It Fun,Paramore
Z1077,2015-05-09T14:00:01.000Z,Budapest,George Ezra
Z1077,2015-05-09T14:00:01.000Z,Jealous,Nick Jonas
Z1077,2015-05-09T14:10:01.000Z,See You Again,Wiz Khalifa / Charlie Puth
Z1077,2015-05-09T14:10:01.000Z,Love Me Like You Do,Ellie Goulding
Z1077,2015-05-09T14:10:01.000Z,Only Girl,Rihanna
Z1077,2015-05-09T14:20:01.000Z,Blank Space,Taylor Swift
Z1077,2015-05-09T14:20:01.000Z,Same Love,Macklemore & Ryan Lewis / Mary Lambert
Z1077,2015-05-09T14:20:01.000Z,Dead And Gone,T.I. / Justin Timberlake
Z1077,2015-05-09T14:30:01.000Z,Thinking Out Loud,Ed Sheeran
Z1077,2015-05-09T14:30:01.000Z,Boom Clap,Charli XCX
Z1077,2015-05-09T14:30:01.000Z,Earned It,The Weeknd
Z1077,2015-05-09T14:40:01.000Z,Lips Are Movin',Meghan Trainor
Z1077,2015-05-09T14:40:01.000Z,Octahate,Ryn Weaver
Z1077,2015-05-09T14:50:01.000Z,Fun,Megan Nicole
Z1077,2015-05-09T14:50:01.000Z,Bottoms Up,Trey Songz / Nicki Minaj
Z1077,2015-05-09T14:50:01.000Z,Lay Me Down,Sam Smith
Z1077,2015-05-09T15:00:01.000Z,Gdfr,Flo Rida / Sage The Gemini
Z1077,2015-05-09T15:00:01.000Z,Take Me To Church,Hozier
Z1077,2015-05-09T15:00:01.000Z,Style,Taylor Swift
Z1077,2015-05-09T15:00:01.000Z,Get Busy,Sean Paul
Z1077,2015-05-09T15:10:01.000Z,Want To Want Me,Jason Derulo
Z1077,2015-05-09T15:10:01.000Z,Sugar,Maroon 5
Z1077,2015-05-09T15:20:01.000Z,Uptown Funk,Mark Ronson And Bruno Mars
Z1077,2015-05-09T15:20:01.000Z,Nana,Trey Songz
Z1077,2015-05-09T15:20:01.000Z,Titanium,David Guetta/Sia
Z1077,2015-05-09T15:30:01.000Z,Somebody,Natalie La Rose / Jeremih
Z1077,2015-05-09T15:30:01.000Z,Love Me Like You Do,Ellie Goulding
Z1077,2015-05-09T15:30:01.000Z,Shut Up And Dance,Walk The Moon
Z1077,2015-05-09T15:40:01.000Z,I Need Your Love,Shaggy / Mohombi / Faydee / Costi
Z1077,2015-05-09T15:40:01.000Z,Blank Space,Taylor Swift
Z1077,2015-05-09T15:40:01.000Z,Sail,AWOLnation
Z1077,2015-05-09T15:50:01.000Z,Thinking Out Loud,Ed Sheeran
Z1077,2015-05-09T15:50:01.000Z,We Are Never Ever Getting Back Together,Taylor Swift
Z1077,2015-05-09T15:50:01.000Z,Love Story,Taylor Swift
Z1077,2015-05-09T16:00:01.000Z,Teenage Dream,Katy Perry
Z1077,2015-05-09T16:00:01.000Z,Earned It,The Weeknd
Z1077,2015-05-09T16:00:01.000Z,Bang Bang,Jessie J / Ariana Grande / Nicki Minaj
Z1077,2015-05-09T16:10:01.000Z,See You Again,Wiz Khalifa / Charlie Puth
Z1077,2015-05-09T16:10:01.000Z,Style,Taylor Swift
Z1077,2015-05-09T16:20:01.000Z,Sugar,Maroon 5
Z1077,2015-05-09T16:20:01.000Z,Black And Yellow,Wiz Khalifa
Z1077,2015-05-09T16:20:01.000Z,Viva La Vida,Coldplay
Z1077,2015-05-09T16:20:01.000Z,Treasure,Bruno Mars
Z1077,2015-05-09T16:30:01.000Z,Die Young,Ke$ha
Z1077,2015-05-09T16:30:01.000Z,Gdfr,Flo Rida / Sage The Gemini
Z1077,2015-05-09T16:40:01.000Z,Nothing Without Love,Nate Ruess
Z1077,2015-05-09T16:40:01.000Z,Shake It Off,Taylor Swift
Z1077,2015-05-09T16:50:01.000Z,Dazed And Confused,Jake Miller
Z1077,2015-05-09T16:50:01.000Z,Love Me Like You Do,Ellie Goulding
Z1077,2015-05-09T17:00:01.000Z,Lay Me Down,Sam Smith
Z1077,2015-05-09T17:00:01.000Z,Classic,MKTO
Z1077,2015-05-09T17:00:01.000Z,Blank Space,Taylor Swift
Z1077,2015-05-09T17:10:01.000Z,Somebody,Natalie La Rose / Jeremih
Z1077,2015-05-09T17:10:01.000Z,Thinking Out Loud,Ed Sheeran
Z1077,2015-05-09T17:20:01.000Z,Forget You,Cee Lo Green
Z1077,2015-05-09T17:20:01.000Z,Some Nights,Fun.
Z1077,2015-05-09T17:20:01.000Z,I Will Wait,Mumford & Sons
Z1077,2015-05-09T17:30:01.000Z,Jealous,Nick Jonas
Z1077,2015-05-09T17:30:01.000Z,Shut Up And Dance,Walk The Moon
Z1077,2015-05-09T17:30:01.000Z,Style,Taylor Swift
Z1077,2015-05-09T17:40:01.000Z,Sugar,Maroon 5
Z1077,2015-05-09T17:40:01.000Z,Stay The Night,Zedd / Hayley Williams
Z1077,2015-05-09T17:40:01.000Z,Earned It,The Weeknd
Z1077,2015-05-09T17:50:02.000Z,Love Me Like You Do,Ellie Goulding
Z1077,2015-05-09T17:50:02.000Z,Good Girls Gone Bad,Cobra Starship / Leighton Meester
Z1077,2015-05-09T17:50:02.000Z,22,Taylor Swift
Z1077,2015-05-09T18:00:01.000Z,Gdfr,Flo Rida / Sage The Gemini
Z1077,2015-05-09T18:00:01.000Z,Lips Are Movin',Meghan Trainor
Z1077,2015-05-09T18:10:01.000Z,See You Again,Wiz Khalifa / Charlie Puth
Z1077,2015-05-09T18:10:01.000Z,Blank Space,Taylor Swift
Z1077,2015-05-09T18:10:01.000Z,Mr. Brightside,Killers
Z1077,2015-05-09T18:20:02.000Z,The Monster,Eminem / Rihanna
Z1077,2015-05-09T18:20:02.000Z,Sexy Chick,David Guetta / Akon
Z1077,2015-05-09T18:20:02.000Z,I Love It,Icona Pop / Charli XCX
Z1077,2015-05-09T18:30:01.000Z,Style,Taylor Swift
Z1077,2015-05-09T18:30:01.000Z,Want To Want Me,Jason Derulo
Z1077,2015-05-09T18:30:01.000Z,Thinking Out Loud,Ed Sheeran
Z1077,2015-05-09T18:40:01.000Z,Problem,Ariana Grande / Iggy Azalea
Z1077,2015-05-09T18:40:01.000Z,Budapest,George Ezra
Z1077,2015-05-09T18:50:01.000Z,Sugar,Maroon 5
Z1077,2015-05-09T18:50:01.000Z,Battle Scars,Lupe Fiasco / Guy Sebastian
Z1077,2015-05-09T18:50:01.000Z,Talk Dirty,Jason Derulo / 2 Chainz
Z1077,2015-05-09T19:00:01.000Z,Lay Me Down,Sam Smith
Z1077,2015-05-09T19:00:01.000Z,Uptown Funk,Mark Ronson And Bruno Mars
Z1077,2015-05-09T19:10:01.000Z,Earned It,The Weeknd
Z1077,2015-05-09T19:10:01.000Z,Love Me Like You Do,Ellie Goulding
Z1077,2015-05-09T19:10:01.000Z,Sexyback /,Justin Timberlake
Z1077,2015-05-09T19:20:01.000Z,Bang Bang,Jessie J / Ariana Grande / Nicki Minaj
Z1077,2015-05-09T19:20:01.000Z,We Are Young,Fun.
Z1077,2015-05-09T19:20:01.000Z,Still Into You,Paramore
Z1077,2015-05-09T19:30:01.000Z,Blank Space,Taylor Swift
Z1077,2015-05-09T19:30:01.000Z,Shut Up And Dance,Walk The Moon
Z1077,2015-05-09T19:40:01.000Z,Roar,Katy Perry
Z1077,2015-05-09T19:40:01.000Z,Gdfr,Flo Rida / Sage The Gemini
Z1077,2015-05-09T19:50:01.000Z,Style,Taylor Swift
Z1077,2015-05-09T19:50:01.000Z,Lego House,Ed Sheeran
Z1077,2015-05-09T19:50:01.000Z,Replay,Iyaz
Z1077,2015-05-09T19:50:01.000Z,Rather Be,Clean Bandit / Jess Glynne
Z1077,2015-05-09T19:50:01.000Z,Thinking Out Loud,Ed Sheeran
Z1077,2015-05-09T20:00:01.000Z,Lay Me Down,Sam Smith
Z1077,2015-05-09T20:00:01.000Z,Hot In Herre /,Nelly
Z1077,2015-05-09T20:10:01.000Z,See You Again,Wiz Khalifa / Charlie Puth
Z1077,2015-05-09T20:10:01.000Z,Love Me Like You Do,Ellie Goulding
Z1077,2015-05-09T20:10:01.000Z,Don't,Ed Sheeran
Z1077,2015-05-09T20:20:01.000Z,Sugar,Maroon 5
Z1077,2015-05-09T20:20:01.000Z,Both Of Us,B.O.B. / Taylor Swift
Z1077,2015-05-09T20:20:01.000Z,One More Time,Daft Punk
Z1077,2015-05-09T20:30:01.000Z,Want To Want Me,Jason Derulo
Z1077,2015-05-09T20:40:01.000Z,Thinking Out Loud,Ed Sheeran
Z1077,2015-05-09T20:40:01.000Z,I Need Your Love,Shaggy / Mohombi / Faydee / Costi
Z1077,2015-05-09T20:40:01.000Z,Blank Space,Taylor Swift
Z1077,2015-05-09T20:40:01.000Z,Same Love,Macklemore & Ryan Lewis / Mary Lambert
Z1077,2015-05-09T20:50:01.000Z,Sweet Nothing,Calvin Harris / Florence Welch
Z1077,2015-05-09T20:50:01.000Z,Demons,Imagine Dragons
Z1077,2015-05-09T21:00:01.000Z,Earned It,The Weeknd
Z1077,2015-05-09T21:00:01.000Z,Jealous,Nick Jonas
Z1077,2015-05-09T21:00:01.000Z,Shake It Off,Taylor Swift
Z1077,2015-05-09T21:10:01.000Z,Gdfr,Flo Rida / Sage The Gemini
Z1077,2015-05-09T21:10:01.000Z,Sugar,Maroon 5
Z1077,2015-05-09T21:10:01.000Z,Boom Clap,Charli XCX
Z1077,2015-05-09T21:20:01.000Z,The A Team,Ed Sheeran
Z1077,2015-05-09T21:20:01.000Z,Jar Of Hearts,Christina Perri
Z1077,2015-05-09T21:20:01.000Z,Get Ur Freak On,Missy Elliott
Z1077,2015-05-09T21:30:01.000Z,Lay Me Down,Sam Smith
Z1077,2015-05-09T21:30:01.000Z,Lips Are Movin',Meghan Trainor
Z1077,2015-05-09T21:30:01.000Z,Shut Up And Dance,Walk The Moon
Z1077,2015-05-09T21:30:01.000Z,Style,Taylor Swift
Z1077,2015-05-09T21:40:01.000Z,Nothing Without Love,Nate Ruess
Z1077,2015-05-09T21:40:01.000Z,Love Me Like You Do,Ellie Goulding
Z1077,2015-05-09T21:40:01.000Z,One More Night,Maroon 5
Z1077,2015-05-09T21:50:01.000Z,Cant Hold Us,Macklemore & Ryan Lewis
Z1077,2015-05-09T22:00:01.000Z,Want To Want Me,Jason Derulo
Z1077,2015-05-09T22:00:01.000Z,Take Me To Church,Hozier
Z1077,2015-05-09T22:00:01.000Z,Blank Space,Taylor Swift
Z1077,2015-05-09T22:10:01.000Z,Somebody,Natalie La Rose / Jeremih
Z1077,2015-05-09T22:10:01.000Z,Thinking Out Loud,Ed Sheeran
Z1077,2015-05-09T22:10:01.000Z,Wake Me Up,Avicii / Aloe Blacc
Z1077,2015-05-09T22:20:01.000Z,Style,Taylor Swift
Z1077,2015-05-09T22:20:01.000Z,A Sky Full Of Stars,Coldplay
Z1077,2015-05-09T22:20:01.000Z,Mo' Money Mo' Problems,Notorious B.I.G. / Puff Daddy / Mase
Z1077,2015-05-09T22:20:01.000Z,Ho Hey,Lumineers
Z1077,2015-05-09T22:30:01.000Z,Sugar,Maroon 5
Z1077,2015-05-09T22:30:01.000Z,Die Young,Ke$ha
Z1077,2015-05-09T22:30:01.000Z,See You Again,Wiz Khalifa / Charlie Puth
Z1077,2015-05-09T22:40:01.000Z,Uptown Funk,Mark Ronson And Bruno Mars
Z1077,2015-05-09T22:40:01.000Z,Talking Body,Tove Lo
Z1077,2015-05-09T22:50:01.000Z,Love Me Like You Do,Ellie Goulding
Z1077,2015-05-09T22:50:01.000Z,Locked Out Of Heaven,Bruno Mars
Z1077,2015-05-09T22:50:01.000Z,Empire State Of Mind,Jay-Z / Alicia Keys
Z1077,2015-05-09T22:50:01.000Z,Am I Wrong,Nico & Vinz
Z1077,2015-05-09T23:00:01.000Z,Sail,AWOLnation
Z1077,2015-05-09T23:00:01.000Z,Gdfr,Flo Rida / Sage The Gemini
Z1077,2015-05-09T23:00:01.000Z,Bang Bang,Jessie J / Ariana Grande / Nicki Minaj
Z1077,2015-05-09T23:30:01.000Z,Cool Kids,Echosmith
Z1077,2015-05-09T23:30:01.000Z,Stereo Hearts,Gym Class Heroes / Adam Levine
Z1077,2015-05-09T23:50:01.000Z,Temperature,Sean Paul
Z1077,2015-05-10T00:20:01.000Z,Clocks,Coldplay
Z1077,2015-05-10T00:20:01.000Z,Don't Trust Me,3OH!3
Z1077,2015-05-10T00:30:01.000Z,Airplanes,B.O.B. / Hayley Williams
Z1077,2015-05-10T00:50:01.000Z,Thrift Shop,Macklemore & Ryan Lewis
Z1077,2015-05-10T01:30:01.000Z,Trampoline,Kalin & Myles
Z1077,2015-05-10T01:50:01.000Z,Whatcha Say,Jason Derulo
Z1077,2015-05-10T01:50:01.000Z,Beggin For Thread,Banks
Z1077,2015-05-10T02:20:01.000Z,She Will Be Loved,Maroon 5
Z1077,2015-05-10T02:20:01.000Z,Coming With You,Neyo
Z1077,2015-05-10T02:50:01.000Z,Fight Song,Rachel Platten
Z1077,2015-05-10T03:30:01.000Z,Pray To God,Calvin Harris/Haim
Z1077,2015-05-10T03:50:01.000Z,Dazed And Confused,Jake Miller
Z1077,2015-05-10T04:10:01.000Z,Blank Space,Taylor Swift
Z1077,2015-05-10T04:20:01.000Z,Thinking Out Loud,Ed Sheeran
Z1077,2015-05-10T04:20:01.000Z,Ain't It Fun,Paramore
Z1077,2015-05-10T04:20:01.000Z,Trampoline,Kalin & Myles
Z1077,2015-05-10T04:30:01.000Z,Lay Me Down,Sam Smith
Z1077,2015-05-10T04:30:01.000Z,Style,Taylor Swift
Z1077,2015-05-10T04:30:01.000Z,Budapest,George Ezra
Z1077,2015-05-10T04:40:01.000Z,Sugar,Maroon 5
Z1077,2015-05-10T04:40:01.000Z,Bright,Echosmith
Z1077,2015-05-10T04:40:01.000Z,Don't,Ed Sheeran
Z1077,2015-05-10T04:50:01.000Z,Shake It Off,Taylor Swift
Z1077,2015-05-10T04:50:01.000Z,Grenade,Bruno Mars
Z1077,2015-05-10T04:50:01.000Z,Beggin For Thread,Banks
Z1077,2015-05-10T05:00:01.000Z,Ryan Seacrest,6AM-10AM
Z1077,2015-05-10T05:00:01.000Z,Kruz,10AM-3PM
Z1077,2015-05-10T05:00:01.000Z,The Brett Andrews Radio Show,3PM-7PM
Z1077,2015-05-10T05:00:01.000Z,Club Kane,7PM-11PM
Z1077,2015-05-10T05:00:01.000Z,Michelle Esswein,11PM-11:30PM
Z1077,2015-05-10T05:00:01.000Z,JoJo Wright,12AM-2AM
Z1077,2015-05-10T05:10:01.000Z,Dead And Gone,T.I. / Justin Timberlake
Z1077,2015-05-10T05:10:01.000Z,Coming With You,Neyo
Z1077,2015-05-10T05:10:01.000Z,Blame,Calvin Harris / John Newman
Z1077,2015-05-10T05:10:01.000Z,Bright,Echosmith
Z1077,2015-05-10T05:10:01.000Z,Somebody,Natalie La Rose / Jeremih
Z1077,2015-05-10T05:10:01.000Z,Want To Want Me,Jason Derulo
Z1077,2015-05-10T05:10:01.000Z,Shake It Off,Taylor Swift
Z1077,2015-05-10T05:10:01.000Z,Grenade,Bruno Mars
Z1077,2015-05-10T05:10:01.000Z,Beggin For Thread,Banks
Z1077,2015-05-10T05:10:01.000Z,Sugar,Maroon 5
