1029NOW,2015-04-09 08:50:01 +0000 UTC," Mumford & Sons",Believe
1029NOW,2015-04-09 09:00:01 +0000 UTC," Passenger",Let Her Go
1029NOW,2015-04-09 09:00:01 +0000 UTC," Violent Femmes",Blister In The Sun
1029NOW,2015-04-09 09:00:01 +0000 UTC," Edwin McCain",I'll Be
1029NOW,2015-04-09 09:10:01 +0000 UTC," Sixpence None The Richer",Kiss Me
1029NOW,2015-04-09 09:10:01 +0000 UTC," Icona Pop / Charli XCX",I Love It
1029NOW,2015-04-09 09:20:01 +0000 UTC," Magic!",No Way No
1029NOW,2015-04-09 09:20:01 +0000 UTC," Jason Derulo",In My Head
1029NOW,2015-04-09 09:30:01 +0000 UTC," Red Hot Chili Peppers",Under The Bridge
1029NOW,2015-04-09 09:40:01 +0000 UTC," Nickelback",Photograph
1029NOW,2015-04-09 09:40:01 +0000 UTC," Bruno Mars",Treasure
1029NOW,2015-04-09 09:50:01 +0000 UTC," Linkin Park",In The End
1029NOW,2015-04-09 09:50:01 +0000 UTC," Michael Buble",Haven't Met You Yet
1029NOW,2015-04-09 10:20:01 +0000 UTC," Milky Chance",Stolen Dance
1029NOW,2015-04-09 10:20:01 +0000 UTC," Fitz & The Tantrums",Out Of My League
1029NOW,2015-04-09 10:30:01 +0000 UTC," Ed Sheeran",Don't
1029NOW,2015-04-09 10:40:01 +0000 UTC," Green Day",Boulevard Of Broken Dreams
1029NOW,2015-04-09 10:40:01 +0000 UTC," Goo Goo Dolls",Name
1029NOW,2015-04-09 11:00:01 +0000 UTC," Taylor Swift",Style
1029NOW,2015-04-09 11:00:01 +0000 UTC," Nickelback",Far Away
1029NOW,2015-04-09 11:40:01 +0000 UTC," Maroon 5",Sugar
1029NOW,2015-04-09 12:00:01 +0000 UTC," Uncle Kracker",Smile
1029NOW,2015-04-09 12:00:01 +0000 UTC," Green Day",Wake Me Up When September Ends
1029NOW,2015-04-09 12:00:01 +0000 UTC," Charli XCX",Boom Clap
1029NOW,2015-04-09 12:20:01 +0000 UTC," Third Eye Blind",Semi-charmed Life
1029NOW,2015-04-09 12:20:01 +0000 UTC," Cure",Just Like Heaven
1029NOW,2015-04-09 12:30:01 +0000 UTC," Taylor Swift",Shake It Off
1029NOW,2015-04-09 12:40:01 +0000 UTC," Gym Class Heroes / Adam Levine",Stereo Hearts
1029NOW,2015-04-09 12:40:01 +0000 UTC," Jewel",You Were Meant For Me
1029NOW,2015-04-09 12:50:01 +0000 UTC," Lilly Wood / Robin Schulz",Prayer In C
1029NOW,2015-04-09 13:10:01 +0000 UTC," Maroon 5",Sugar
1029NOW,2015-04-09 13:10:01 +0000 UTC," Taylor Swift",Style
1029NOW,2015-04-09 13:30:01 +0000 UTC," Ed Sheeran",The A Team
1029NOW,2015-04-09 13:30:01 +0000 UTC," Icona Pop / Charli XCX",I Love It
1029NOW,2015-04-09 13:30:01 +0000 UTC," Fitz & The Tantrums",Out Of My League
1029NOW,2015-04-09 13:30:01 +0000 UTC," Christina Perri",A Thousand Years
1029NOW,2015-04-09 13:30:01 +0000 UTC," Edwin McCain",I'll Be
1029NOW,2015-04-09 13:30:01 +0000 UTC," Alanis Morissette",Hand In My Pocket
1029NOW,2015-04-09 13:30:01 +0000 UTC," David Guetta / Usher",Without You
1029NOW,2015-04-09 13:30:01 +0000 UTC," Paramore",Still Into You
1029NOW,2015-04-09 13:30:01 +0000 UTC," Coldplay",Paradise /
1029NOW,2015-04-09 13:30:01 +0000 UTC," Gnarls Barkley",Crazy
1029NOW,2015-04-09 13:40:01 +0000 UTC," Ellie Goulding",Love Me Like You Do
1029NOW,2015-04-09 13:40:01 +0000 UTC," Vance Joy",Riptide
1029NOW,2015-04-09 13:40:01 +0000 UTC," Magic!",Rude
1029NOW,2015-04-09 13:40:01 +0000 UTC," Maroon 5",Sugar
1029NOW,2015-04-09 13:40:01 +0000 UTC," Taylor Swift",Style
1029NOW,2015-04-09 13:40:01 +0000 UTC," Lilly Wood / Robin Schulz",Prayer In C
1029NOW,2015-04-09 13:40:01 +0000 UTC," Gym Class Heroes / Adam Levine",Stereo Hearts
1029NOW,2015-04-09 13:40:01 +0000 UTC," Jewel",You Were Meant For Me
1029NOW,2015-04-09 13:40:01 +0000 UTC," Taylor Swift",Shake It Off
1029NOW,2015-04-09 13:40:01 +0000 UTC," Third Eye Blind",Semi-charmed Life
1029NOW,2015-04-09 13:50:01 +0000 UTC," Pitbull / Ne-Yo",Time Of Our Lives
1029NOW,2015-04-09 13:50:01 +0000 UTC," Neon Trees",Everybody Talks
1029NOW,2015-04-09 14:00:01 +0000 UTC," Coldplay",Paradise
1029NOW,2015-04-09 14:10:01 +0000 UTC," Meghan Trainor",All About That Bass
1029NOW,2015-04-09 14:10:01 +0000 UTC," Mark Ronson And Bruno Mars",Uptown Funk
1029NOW,2015-04-09 14:20:01 +0000 UTC," Walk The Moon",Shut Up And Dance
1029NOW,2015-04-09 14:20:01 +0000 UTC," Ellie Goulding",Burn
1029NOW,2015-04-09 14:30:01 +0000 UTC," Sheppard",Geronimo
1029NOW,2015-04-09 14:30:01 +0000 UTC," Ed Sheeran",Thinking Out Loud
1029NOW,2015-04-09 14:40:01 +0000 UTC," OneRepublic",Counting Stars
1029NOW,2015-04-09 14:40:01 +0000 UTC," Eminem / Rihanna",Love The Way You Lie
1029NOW,2015-04-09 14:50:01 +0000 UTC," Weeknd",Earned It
1029NOW,2015-04-09 14:50:01 +0000 UTC," Pink",Who Knew
1029NOW,2015-04-09 15:10:01 +0000 UTC," Bruno Mars",Locked Out Of Heaven
1029NOW,2015-04-09 15:20:01 +0000 UTC," Echosmith",Cool Kids
1029NOW,2015-04-09 15:30:01 +0000 UTC," Avicii / Aloe Blacc",Wake Me Up
1029NOW,2015-04-09 15:30:01 +0000 UTC," Fall Out Boy","Sugar, We're Goin Down"
1029NOW,2015-04-09 15:50:01 +0000 UTC," Script",Breakeven
1029NOW,2015-04-09 15:50:01 +0000 UTC," Imagine Dragons",Demons
1029NOW,2015-04-09 16:00:01 +0000 UTC," Maroon 5",Animals
1029NOW,2015-04-09 16:10:01 +0000 UTC," Script",Breakeven
1029NOW,2015-04-09 16:10:01 +0000 UTC," Imagine Dragons",Demons
1029NOW,2015-04-09 16:10:01 +0000 UTC," Avicii / Aloe Blacc",Wake Me Up
1029NOW,2015-04-09 16:10:01 +0000 UTC," Fall Out Boy","Sugar, We're Goin Down"
1029NOW,2015-04-09 16:10:01 +0000 UTC," Echosmith",Cool Kids
1029NOW,2015-04-09 16:10:01 +0000 UTC," Bruno Mars",Locked Out Of Heaven
1029NOW,2015-04-09 16:10:01 +0000 UTC," Weeknd",Earned It
1029NOW,2015-04-09 16:10:01 +0000 UTC," Pink",Who Knew
1029NOW,2015-04-09 16:10:01 +0000 UTC," OneRepublic",Counting Stars
1029NOW,2015-04-09 16:10:01 +0000 UTC," Eminem / Rihanna",Love The Way You Lie
1029NOW,2015-04-09 16:20:01 +0000 UTC," Taylor Swift",Style
1029NOW,2015-04-09 16:20:01 +0000 UTC," Bruno Mars",Locked Out Of Heaven
1029NOW,2015-04-09 16:20:01 +0000 UTC," Vance Joy",Riptide
1029NOW,2015-04-09 16:20:01 +0000 UTC," COBRA STARSHIP",You Make Me Feel
1029NOW,2015-04-09 16:20:01 +0000 UTC," Maroon 5",Animals
1029NOW,2015-04-09 16:30:01 +0000 UTC," Tove Lo",Habits {stay High}/
1029NOW,2015-04-09 16:40:01 +0000 UTC," Coldplay",Viva La Vida
1029NOW,2015-04-09 16:40:01 +0000 UTC," Who Is Fancy?",Goodbye
1029NOW,2015-04-09 16:40:01 +0000 UTC," Lilly Wood / Robin Schulz",Prayer In C
1029NOW,2015-04-09 16:40:01 +0000 UTC," Alanis Morissette",You Learn
1029NOW,2015-04-09 16:50:01 +0000 UTC," Tove Lo",Habits {stay High}/
1029NOW,2015-04-09 16:50:01 +0000 UTC," Taylor Swift",Style
1029NOW,2015-04-09 16:50:01 +0000 UTC," Bruno Mars",Locked Out Of Heaven
1029NOW,2015-04-09 16:50:01 +0000 UTC," Vance Joy",Riptide
1029NOW,2015-04-09 16:50:01 +0000 UTC," COBRA STARSHIP",You Make Me Feel
1029NOW,2015-04-09 16:50:01 +0000 UTC," Maroon 5",Animals
1029NOW,2015-04-09 16:50:01 +0000 UTC," Script",Breakeven
1029NOW,2015-04-09 16:50:01 +0000 UTC," Imagine Dragons",Demons
1029NOW,2015-04-09 16:50:01 +0000 UTC," Avicii / Aloe Blacc",Wake Me Up
1029NOW,2015-04-09 16:50:01 +0000 UTC," Fall Out Boy","Sugar, We're Goin Down"
1029NOW,2015-04-09 17:00:02 +0000 UTC," Taylor Swift",Blank Space
1029NOW,2015-04-09 17:00:02 +0000 UTC," Coldplay",Viva La Vida
1029NOW,2015-04-09 17:00:02 +0000 UTC," Who Is Fancy?",Goodbye
1029NOW,2015-04-09 17:00:02 +0000 UTC," Lilly Wood / Robin Schulz",Prayer In C
1029NOW,2015-04-09 17:00:02 +0000 UTC," Alanis Morissette",You Learn
1029NOW,2015-04-09 17:10:01 +0000 UTC," Ellie Goulding",Love Me Like You Do
1029NOW,2015-04-09 17:10:01 +0000 UTC," Katy Perry",Dark Horse
1029NOW,2015-04-09 17:10:01 +0000 UTC," Puff Daddy / Faith Evans / 112",I'll Be Missing You
1029NOW,2015-04-09 17:30:01 +0000 UTC," Coldplay",Viva La Vida
1029NOW,2015-04-09 17:30:01 +0000 UTC," Who Is Fancy?",Goodbye
1029NOW,2015-04-09 17:30:01 +0000 UTC," Lilly Wood / Robin Schulz",Prayer In C
1029NOW,2015-04-09 17:30:01 +0000 UTC," Alanis Morissette",You Learn
1029NOW,2015-04-09 17:30:01 +0000 UTC," Tove Lo",Habits {stay High}/
1029NOW,2015-04-09 17:30:01 +0000 UTC," Taylor Swift",Style
1029NOW,2015-04-09 17:30:01 +0000 UTC," Bruno Mars",Locked Out Of Heaven
1029NOW,2015-04-09 17:30:01 +0000 UTC," Vance Joy",Riptide
1029NOW,2015-04-09 17:30:01 +0000 UTC," COBRA STARSHIP",You Make Me Feel
1029NOW,2015-04-09 17:30:01 +0000 UTC," Maroon 5",Animals
1029NOW,2015-04-09 17:40:01 +0000 UTC," Adele",Rumour Has It
1029NOW,2015-04-09 17:40:01 +0000 UTC," Meghan Trainor",All About That Bass
1029NOW,2015-04-09 17:40:01 +0000 UTC," Maroon 5",Wake Up Call
1029NOW,2015-04-09 17:40:01 +0000 UTC," Ellie Goulding",Love Me Like You Do
1029NOW,2015-04-09 17:40:01 +0000 UTC," Katy Perry",Dark Horse
1029NOW,2015-04-09 17:40:01 +0000 UTC," Puff Daddy / Faith Evans / 112",I'll Be Missing You
1029NOW,2015-04-09 17:40:01 +0000 UTC," Taylor Swift",Blank Space
1029NOW,2015-04-09 17:50:01 +0000 UTC," Charli XCX",Boom Clap
1029NOW,2015-04-09 17:50:01 +0000 UTC," Walk The Moon",Shut Up And Dance
1029NOW,2015-04-09 17:50:01 +0000 UTC," Ed Sheeran",Thinking Out Loud
1029NOW,2015-04-09 18:00:01 +0000 UTC," Linkin Park",In The End
1029NOW,2015-04-09 18:10:01 +0000 UTC," OneRepublic",Love Runs Out
1029NOW,2015-04-09 18:20:01 +0000 UTC," Weeknd",Earned It
1029NOW,2015-04-09 18:30:01 +0000 UTC," Ed Sheeran",Don't
1029NOW,2015-04-09 18:40:01 +0000 UTC," Of Monsters And Men",Little Talks
1029NOW,2015-04-09 18:50:01 +0000 UTC," Justin Timberlake",Summer Love
1029NOW,2015-04-09 19:40:01 +0000 UTC," Lilly Wood / Robin Schulz",Prayer In C
1029NOW,2015-04-09 19:40:01 +0000 UTC," Snow Patrol",Chasing Cars
1029NOW,2015-04-09 19:50:01 +0000 UTC," Nico & Vinz",Am I Wrong
1029NOW,2015-04-09 20:00:01 +0000 UTC," Alanis Morissette",You Oughta Know
1029NOW,2015-04-09 20:30:01 +0000 UTC," Depeche Mode",Enjoy The Silence
1029NOW,2015-04-09 20:30:01 +0000 UTC," Alanis Morissette",Head Over Feet
1029NOW,2015-04-09 20:40:01 +0000 UTC," OneRepublic",Counting Stars
1029NOW,2015-04-09 20:40:01 +0000 UTC," Ellie Goulding",Love Me Like You Do
1029NOW,2015-04-09 20:50:01 +0000 UTC," Mark Ronson And Bruno Mars",Uptown Funk
1029NOW,2015-04-09 21:20:01 +0000 UTC," Maroon 5",Animals
1029NOW,2015-04-09 21:40:01 +0000 UTC," Maroon 5",Sugar
1029NOW,2015-04-09 21:40:01 +0000 UTC," Mark Ronson And Bruno Mars",Uptown Funk
1029NOW,2015-04-09 21:50:01 +0000 UTC," Green Day",Boulevard Of Broken Dreams
1029NOW,2015-04-09 22:00:01 +0000 UTC," Echosmith",Cool Kids
1029NOW,2015-04-09 22:10:02 +0000 UTC," Vance Joy",Riptide
1029NOW,2015-04-09 22:10:02 +0000 UTC," Meghan Trainor",Lips Are Movin'
1029NOW,2015-04-09 22:10:02 +0000 UTC," Jet",Are You Gonna Be My Girl
1029NOW,2015-04-09 22:20:01 +0000 UTC," Jason Derulo",Want To Want Me
1029NOW,2015-04-09 22:20:01 +0000 UTC," Ellie Goulding",Love Me Like You Do
1029NOW,2015-04-09 22:30:01 +0000 UTC," Imagine Dragons",It's Time
1029NOW,2015-04-09 22:30:01 +0000 UTC," Kelly Clarkson",Heartbeat Song
1029NOW,2015-04-09 22:40:02 +0000 UTC," Taylor Swift",Style
1029NOW,2015-04-09 22:40:02 +0000 UTC," American Authors",Best Day Of My Life
1029NOW,2015-04-09 22:50:01 +0000 UTC," OneRepublic",Love Runs Out
1029NOW,2015-04-09 23:10:01 +0000 UTC," Ellie Goulding",Love Me Like You Do
1029NOW,2015-04-09 23:10:01 +0000 UTC," Fun.",Carry On
1029NOW,2015-04-09 23:10:01 +0000 UTC," Fun.",We Are Young
1029NOW,2015-04-09 23:10:01 +0000 UTC," Cure",Friday I'm In Love
1029NOW,2015-04-09 23:20:01 +0000 UTC," Meghan Trainor",All About That Bass
1029NOW,2015-04-09 23:30:01 +0000 UTC," Andy Grammer","Honey, I'm Good"
1029NOW,2015-04-09 23:40:01 +0000 UTC," Passenger",Let Her Go
1029NOW,2015-04-09 23:40:01 +0000 UTC," B.O.B. / Hayley Williams",Airplanes
1029NOW,2015-04-09 23:50:01 +0000 UTC," Ed Sheeran",Thinking Out Loud
1029NOW,2015-04-10 00:00:01 +0000 UTC," Katy Perry",Roar
1029NOW,2015-04-10 00:00:01 +0000 UTC," Walk The Moon",Shut Up And Dance
1029NOW,2015-04-10 00:10:01 +0000 UTC," Maroon 5",Sugar
1029NOW,2015-04-10 00:10:01 +0000 UTC," Estelle / Kanye West",American Boy
1029NOW,2015-04-10 00:10:01 +0000 UTC," David Guetta / Sia",Titanium
1029NOW,2015-04-10 00:20:01 +0000 UTC," Killers",Somebody Told Me
1029NOW,2015-04-10 00:30:01 +0000 UTC," Ellie Goulding",Love Me Like You Do
1029NOW,2015-04-10 00:40:01 +0000 UTC," Milky Chance",Stolen Dance
1029NOW,2015-04-10 00:40:01 +0000 UTC," Weeknd",Earned It
1029NOW,2015-04-10 00:40:01 +0000 UTC," Cure",Love Song
1029NOW,2015-04-10 00:40:01 +0000 UTC," Nickelback",Photograph
1029NOW,2015-04-10 00:40:01 +0000 UTC," Flo Rida / Sia",Wild Ones
1029NOW,2015-04-10 00:50:01 +0000 UTC," Mark Ronson And Bruno Mars",Uptown Funk
1029NOW,2015-04-10 01:00:01 +0000 UTC," Coldplay",Yellow
1029NOW,2015-04-10 01:00:01 +0000 UTC," Meghan Trainor",Lips Are Movin'
1029NOW,2015-04-10 01:10:01 +0000 UTC," Flo Rida",Good Feeling
1029NOW,2015-04-10 01:20:01 +0000 UTC," Charli XCX",Boom Clap
1029NOW,2015-04-10 01:20:01 +0000 UTC," Vance Joy",Riptide
1029NOW,2015-04-10 01:20:01 +0000 UTC," Timbaland / Keri Hilson / D.O.E.",The Way I Are
1029NOW,2015-04-10 01:40:01 +0000 UTC," Taylor Swift",Shake It Off
1029NOW,2015-04-10 01:40:01 +0000 UTC," George Ezra",Budapest
1029NOW,2015-04-10 01:40:01 +0000 UTC," Lilly Wood / Robin Schulz",Prayer In C
1029NOW,2015-04-10 01:50:01 +0000 UTC," Andy Grammer","Honey, I'm Good"
1029NOW,2015-04-10 01:50:01 +0000 UTC," Meghan Trainor",All About That Bass
1029NOW,2015-04-10 01:50:01 +0000 UTC," Ellie Goulding",Love Me Like You Do
1029NOW,2015-04-10 01:50:01 +0000 UTC," Fun.",Carry On
1029NOW,2015-04-10 01:50:01 +0000 UTC," Fun.",We Are Young
1029NOW,2015-04-10 01:50:01 +0000 UTC," Cure",Friday I'm In Love
1029NOW,2015-04-10 01:50:01 +0000 UTC," OneRepublic",Love Runs Out
1029NOW,2015-04-10 01:50:01 +0000 UTC," Taylor Swift",Style
1029NOW,2015-04-10 01:50:01 +0000 UTC," American Authors",Best Day Of My Life
1029NOW,2015-04-10 01:50:01 +0000 UTC," Imagine Dragons",It's Time
1029NOW,2015-04-10 02:00:01 +0000 UTC," Pitbull / Ne-Yo",Time Of Our Lives
1029NOW,2015-04-10 02:00:01 +0000 UTC," Magic!",Rude
1029NOW,2015-04-10 02:00:01 +0000 UTC," Taylor Swift",Shake It Off
1029NOW,2015-04-10 02:00:01 +0000 UTC," George Ezra",Budapest
1029NOW,2015-04-10 02:00:01 +0000 UTC," Lilly Wood / Robin Schulz",Prayer In C
1029NOW,2015-04-10 02:00:01 +0000 UTC," Charli XCX",Boom Clap
1029NOW,2015-04-10 02:00:01 +0000 UTC," Vance Joy",Riptide
1029NOW,2015-04-10 02:00:01 +0000 UTC," Timbaland / Keri Hilson / D.O.E.",The Way I Are
1029NOW,2015-04-10 02:00:01 +0000 UTC," Flo Rida",Good Feeling
1029NOW,2015-04-10 02:00:01 +0000 UTC," Coldplay",Yellow
1029NOW,2015-04-10 02:10:01 +0000 UTC," Katy Perry",Dark Horse
1029NOW,2015-04-10 02:10:01 +0000 UTC," Jason Mraz",I'm Yours
1029NOW,2015-04-10 02:20:01 +0000 UTC," Meghan Trainor",All About That Bass
1029NOW,2015-04-10 02:30:01 +0000 UTC," Jason Derulo",Want To Want Me
1029NOW,2015-04-10 02:30:01 +0000 UTC," Andy Grammer","Honey, I'm Good"
1029NOW,2015-04-10 02:40:01 +0000 UTC," Mr. Probz",Waves
1029NOW,2015-04-10 02:50:02 +0000 UTC," Ed Sheeran",Don't
1029NOW,2015-04-10 02:50:02 +0000 UTC," Gotye",Somebody That I Used To Know
1029NOW,2015-04-10 03:00:01 +0000 UTC," Britney Spears",Toxic
1029NOW,2015-04-10 03:10:01 +0000 UTC," Mark Ronson And Bruno Mars",Uptown Funk
