1029NOW,2015-04-21 03:20:01 +0000 UTC," Rachel Platten",Fight Song
1029NOW,2015-04-21 03:20:01 +0000 UTC," Tove Lo",Talking Body
1029NOW,2015-04-21 03:20:01 +0000 UTC," Ellie Goulding",Love Me Like You Do
1029NOW,2015-04-21 03:20:01 +0000 UTC," Ke$ha",Die Young
1029NOW,2015-04-21 03:20:01 +0000 UTC," Ed Sheeran",Don't
1029NOW,2015-04-21 03:30:01 +0000 UTC," David Guetta / Usher",Without You
1029NOW,2015-04-21 03:30:01 +0000 UTC," Magic!",No Way No
1029NOW,2015-04-21 03:30:01 +0000 UTC," Mark Ronson And Bruno Mars",Uptown Funk
1029NOW,2015-04-21 03:30:01 +0000 UTC," Eminem / Rihanna",The Monster
1029NOW,2015-04-21 03:30:01 +0000 UTC," Katy Perry",Roar
1029NOW,2015-04-21 03:30:01 +0000 UTC," Bruno Mars",The Lazy Song
1029NOW,2015-04-21 03:30:01 +0000 UTC," Mumford & Sons",Believe
1029NOW,2015-04-21 03:30:01 +0000 UTC," Taylor Swift",Style
1029NOW,2015-04-21 03:30:01 +0000 UTC," Ariana Grande",One Last Time
1029NOW,2015-04-21 03:30:01 +0000 UTC," Alanis Morissette",You Oughta Know
1029NOW,2015-04-21 03:40:01 +0000 UTC," Ed Sheeran",Thinking Out Loud
1029NOW,2015-04-21 04:00:01 +0000 UTC," Hozier",Work Song
1029NOW,2015-04-21 04:00:01 +0000 UTC," Sheppard",Geronimo
1029NOW,2015-04-21 04:10:01 +0000 UTC," Nico & Vinz",Am I Wrong
1029NOW,2015-04-21 04:10:01 +0000 UTC," Maroon 5",Sugar
1029NOW,2015-04-21 04:10:01 +0000 UTC," Alanis Morissette",Head Over Feet
1029NOW,2015-04-21 04:20:01 +0000 UTC," OneRepublic",Love Runs Out
1029NOW,2015-04-21 04:20:01 +0000 UTC," Ed Sheeran",Don't
1029NOW,2015-04-21 04:30:01 +0000 UTC," Jason Derulo",Want To Want Me
1029NOW,2015-04-21 04:30:01 +0000 UTC," Ellie Goulding",Love Me Like You Do
1029NOW,2015-04-21 04:40:01 +0000 UTC," Lorde",Team
1029NOW,2015-04-21 04:40:01 +0000 UTC," Gnarls Barkley",Crazy
1029NOW,2015-04-21 04:40:01 +0000 UTC," Veronicas",You Ruin Me
1029NOW,2015-04-21 04:50:01 +0000 UTC," Ariana Grande",One Last Time
1029NOW,2015-04-21 04:50:01 +0000 UTC," Mark Ronson And Bruno Mars",Uptown Funk
1029NOW,2015-04-21 05:00:01 +0000 UTC," Rachel Platten",Fight Song
1029NOW,2015-04-21 05:00:01 +0000 UTC," Ed Sheeran",Thinking Out Loud
1029NOW,2015-04-21 05:10:01 +0000 UTC," Ellie Goulding",Burn
1029NOW,2015-04-21 05:20:01 +0000 UTC," Nico & Vinz",Am I Wrong
1029NOW,2015-04-21 05:20:01 +0000 UTC," Maroon 5",Sugar
1029NOW,2015-04-21 05:20:01 +0000 UTC," Alanis Morissette",Head Over Feet
1029NOW,2015-04-21 05:20:01 +0000 UTC," Hozier",Work Song
1029NOW,2015-04-21 05:20:01 +0000 UTC," Sheppard",Geronimo
1029NOW,2015-04-21 05:20:01 +0000 UTC," Ed Sheeran",Thinking Out Loud
1029NOW,2015-04-21 05:20:01 +0000 UTC," David Guetta / Usher",Without You
1029NOW,2015-04-21 05:20:01 +0000 UTC," Magic!",No Way No
1029NOW,2015-04-21 05:20:01 +0000 UTC," Mark Ronson And Bruno Mars",Uptown Funk
1029NOW,2015-04-21 05:20:01 +0000 UTC," Eminem / Rihanna",The Monster
1029NOW,2015-04-21 05:30:01 +0000 UTC," Vance Joy",Riptide
1029NOW,2015-04-21 05:30:01 +0000 UTC," Charli XCX",Boom Clap
1029NOW,2015-04-21 05:30:01 +0000 UTC," Ellie Goulding",Burn
1029NOW,2015-04-21 05:30:01 +0000 UTC," Rachel Platten",Fight Song
1029NOW,2015-04-21 05:30:01 +0000 UTC," Ed Sheeran",Thinking Out Loud
1029NOW,2015-04-21 05:30:01 +0000 UTC," Ariana Grande",One Last Time
1029NOW,2015-04-21 05:30:01 +0000 UTC," Mark Ronson And Bruno Mars",Uptown Funk
1029NOW,2015-04-21 05:30:01 +0000 UTC," Lorde",Team
1029NOW,2015-04-21 05:30:01 +0000 UTC," Gnarls Barkley",Crazy
1029NOW,2015-04-21 05:30:01 +0000 UTC," Veronicas",You Ruin Me
1029NOW,2015-04-21 05:40:01 +0000 UTC," Fun.",Some Nights
1029NOW,2015-04-21 05:40:01 +0000 UTC," Mark Ronson And Bruno Mars",Uptown Funk
1029NOW,2015-04-21 05:40:01 +0000 UTC," American Authors",Best Day Of My Life
1029NOW,2015-04-21 05:50:01 +0000 UTC," Killers",Somebody Told Me
1029NOW,2015-04-21 05:50:01 +0000 UTC," Rachel Platten",Fight Song
1029NOW,2015-04-21 06:00:01 +0000 UTC," Ed Sheeran",Don't
1029NOW,2015-04-21 06:10:01 +0000 UTC," Nickelback",How You Remind Me
1029NOW,2015-04-21 06:10:01 +0000 UTC," Passenger",Let Her Go
1029NOW,2015-04-21 06:10:01 +0000 UTC," Edwin McCain",I'll Be
1029NOW,2015-04-21 06:30:01 +0000 UTC," Coldplay",Paradise /
1029NOW,2015-04-21 06:40:01 +0000 UTC," Ed Sheeran",The A Team
1029NOW,2015-04-21 06:40:01 +0000 UTC," Fun.",Some Nights /
1029NOW,2015-04-21 06:50:01 +0000 UTC," Christina Perri",A Thousand Years
1029NOW,2015-04-21 06:50:01 +0000 UTC," Hozier",Work Song
1029NOW,2015-04-21 07:00:01 +0000 UTC," Michael Buble",Haven't Met You Yet
1029NOW,2015-04-21 07:00:01 +0000 UTC," Jason Derulo",In My Head
1029NOW,2015-04-21 07:10:01 +0000 UTC," Rob Thomas",Lonely No More
1029NOW,2015-04-21 07:10:01 +0000 UTC," Cure",Just Like Heaven
1029NOW,2015-04-21 07:30:01 +0000 UTC," Third Eye Blind",Semi-charmed Life /
1029NOW,2015-04-21 07:30:01 +0000 UTC," Bruno Mars",The Lazy Song
1029NOW,2015-04-21 07:30:01 +0000 UTC," Veronicas",You Ruin Me
1029NOW,2015-04-21 07:40:01 +0000 UTC," R.E.M.",Losing My Religion
1029NOW,2015-04-21 07:40:01 +0000 UTC," Cobra Starship / Sabi",You Make Me Feel
1029NOW,2015-04-21 07:50:01 +0000 UTC," Pink",So What
1029NOW,2015-04-21 07:50:01 +0000 UTC," Rachel Platten",Fight Song
1029NOW,2015-04-21 08:10:01 +0000 UTC," Passenger",Let Her Go
1029NOW,2015-04-21 08:10:01 +0000 UTC," Estelle / Kanye West",American Boy //
1029NOW,2015-04-21 08:20:01 +0000 UTC," Coldplay",Viva La Vida
1029NOW,2015-04-21 08:20:01 +0000 UTC," Cee Lo Green",Forget You /
1029NOW,2015-04-21 08:30:01 +0000 UTC," Christina Perri",Jar Of Hearts
1029NOW,2015-04-21 08:30:01 +0000 UTC," Fitz & The Tantrums",Out Of My League
1029NOW,2015-04-21 08:40:01 +0000 UTC," Icona Pop / Charli XCX",I Love It
1029NOW,2015-04-21 08:40:01 +0000 UTC," Depeche Mode",Enjoy The Silence
1029NOW,2015-04-21 08:50:02 +0000 UTC," Mumford & Sons",Believe
1029NOW,2015-04-21 09:00:01 +0000 UTC," Puff Daddy / Faith Evans / 112",I'll Be Missing You
1029NOW,2015-04-21 09:00:01 +0000 UTC," Alanis Morissette",You Learn
1029NOW,2015-04-21 09:10:01 +0000 UTC," Flo Rida",Good Feeling
1029NOW,2015-04-21 09:30:01 +0000 UTC," B.O.B. / Bruno Mars",Nothin' On You
1029NOW,2015-04-21 09:30:01 +0000 UTC," Sixpence None The Richer",Kiss Me
1029NOW,2015-04-21 09:30:01 +0000 UTC," Magic!",No Way No
1029NOW,2015-04-21 09:30:01 +0000 UTC," Jason Mraz",I'm Yours
1029NOW,2015-04-21 09:30:01 +0000 UTC," Green Day",21 Guns
1029NOW,2015-04-21 09:50:01 +0000 UTC," Hozier",Work Song
1029NOW,2015-04-21 10:10:01 +0000 UTC," Justin Timberlake",Mirrors
1029NOW,2015-04-21 10:10:01 +0000 UTC," Paramore",Still Into You
1029NOW,2015-04-21 10:10:01 +0000 UTC," Nickelback",Photograph
1029NOW,2015-04-21 10:20:01 +0000 UTC," Alanis Morissette",You Learn
1029NOW,2015-04-21 11:00:01 +0000 UTC," Taylor Swift",Style
1029NOW,2015-04-21 11:10:01 +0000 UTC," Edwin McCain",I'll Be
1029NOW,2015-04-21 11:10:01 +0000 UTC," Fun.",Some Nights
1029NOW,2015-04-21 11:20:01 +0000 UTC," Jason Mraz",I Won't Give Up
1029NOW,2015-04-21 11:30:01 +0000 UTC," Taylor Swift",Shake It Off
1029NOW,2015-04-21 11:30:01 +0000 UTC," Ellie Goulding",Love Me Like You Do
1029NOW,2015-04-21 11:40:01 +0000 UTC," Goo Goo Dolls",Name
1029NOW,2015-04-21 11:40:01 +0000 UTC," Coldplay",A Sky Full Of Stars
1029NOW,2015-04-21 11:40:01 +0000 UTC," B.O.B. / Bruno Mars",Nothin' On You
1029NOW,2015-04-21 11:50:01 +0000 UTC," Nick Jonas",Jealous
1029NOW,2015-04-21 12:10:01 +0000 UTC," Mark Ronson And Bruno Mars",Uptown Funk
1029NOW,2015-04-21 12:20:01 +0000 UTC," Ed Sheeran",Sing
1029NOW,2015-04-21 12:30:01 +0000 UTC," OneRepublic",Counting Stars
1029NOW,2015-04-21 12:40:01 +0000 UTC," Ed Sheeran",Lego House
1029NOW,2015-04-21 12:50:01 +0000 UTC," Nelly Furtado",Say It Right
1029NOW,2015-04-21 12:50:01 +0000 UTC," Bastille",Pompeii
1029NOW,2015-04-21 12:50:01 +0000 UTC," Lumineers",Ho Hey
1029NOW,2015-04-21 13:10:01 +0000 UTC," David Guetta / Sia",Titanium
1029NOW,2015-04-21 13:20:01 +0000 UTC," Alanis Morissette",You Learn
1029NOW,2015-04-21 13:20:01 +0000 UTC," Justin Timberlake",Mirrors
1029NOW,2015-04-21 13:20:01 +0000 UTC," Paramore",Still Into You
1029NOW,2015-04-21 13:20:01 +0000 UTC," Nickelback",Photograph
1029NOW,2015-04-21 13:20:01 +0000 UTC," Hozier",Work Song
1029NOW,2015-04-21 13:20:01 +0000 UTC," B.O.B. / Bruno Mars",Nothin' On You
1029NOW,2015-04-21 13:20:01 +0000 UTC," Sixpence None The Richer",Kiss Me
1029NOW,2015-04-21 13:20:01 +0000 UTC," Magic!",No Way No
1029NOW,2015-04-21 13:20:01 +0000 UTC," Jason Mraz",I'm Yours
1029NOW,2015-04-21 13:20:01 +0000 UTC," Green Day",21 Guns
1029NOW,2015-04-21 13:30:01 +0000 UTC," George Ezra",Budapest
1029NOW,2015-04-21 13:30:01 +0000 UTC," Charli XCX",Boom Clap
1029NOW,2015-04-21 13:30:01 +0000 UTC," Bruno Mars",Locked Out Of Heaven
1029NOW,2015-04-21 13:30:01 +0000 UTC," David Guetta / Sia",Titanium
1029NOW,2015-04-21 13:30:01 +0000 UTC," Nelly Furtado",Say It Right
1029NOW,2015-04-21 13:30:01 +0000 UTC," Bastille",Pompeii
1029NOW,2015-04-21 13:30:01 +0000 UTC," Lumineers",Ho Hey
1029NOW,2015-04-21 13:30:01 +0000 UTC," Ed Sheeran",Lego House
1029NOW,2015-04-21 13:30:01 +0000 UTC," OneRepublic",Counting Stars
1029NOW,2015-04-21 13:30:01 +0000 UTC," Ed Sheeran",Sing
1029NOW,2015-04-21 13:40:01 +0000 UTC," Alanis Morissette",You Learn
1029NOW,2015-04-21 13:40:01 +0000 UTC," Justin Timberlake",Mirrors
1029NOW,2015-04-21 13:40:01 +0000 UTC," Paramore",Still Into You
1029NOW,2015-04-21 13:40:01 +0000 UTC," Nickelback",Photograph
1029NOW,2015-04-21 13:40:01 +0000 UTC," Hozier",Work Song
1029NOW,2015-04-21 13:40:01 +0000 UTC," B.O.B. / Bruno Mars",Nothin' On You
1029NOW,2015-04-21 13:40:01 +0000 UTC," Sixpence None The Richer",Kiss Me
1029NOW,2015-04-21 13:40:01 +0000 UTC," Magic!",No Way No
1029NOW,2015-04-21 13:40:01 +0000 UTC," Jason Mraz",I'm Yours
1029NOW,2015-04-21 13:40:01 +0000 UTC," Green Day",21 Guns
1029NOW,2015-04-21 13:50:01 +0000 UTC," Maroon 5 / Christina Aguilera",Moves Like Jagger
1029NOW,2015-04-21 13:50:01 +0000 UTC," Maroon 5",She Will Be Loved
1029NOW,2015-04-21 13:50:01 +0000 UTC," Bruno Mars",Treasure
1029NOW,2015-04-21 13:50:01 +0000 UTC," George Ezra",Budapest
1029NOW,2015-04-21 13:50:01 +0000 UTC," Charli XCX",Boom Clap
1029NOW,2015-04-21 13:50:01 +0000 UTC," Bruno Mars",Locked Out Of Heaven
1029NOW,2015-04-21 13:50:01 +0000 UTC," David Guetta / Sia",Titanium
1029NOW,2015-04-21 13:50:01 +0000 UTC," Nelly Furtado",Say It Right
1029NOW,2015-04-21 13:50:01 +0000 UTC," Bastille",Pompeii
1029NOW,2015-04-21 13:50:01 +0000 UTC," Lumineers",Ho Hey
1029NOW,2015-04-21 14:00:01 +0000 UTC," KID ROCK",All Summer Long
1029NOW,2015-04-21 14:10:01 +0000 UTC," Vance Joy",Riptide
1029NOW,2015-04-21 14:20:01 +0000 UTC," KID ROCK",All Summer Long
1029NOW,2015-04-21 14:20:01 +0000 UTC," Maroon 5 / Christina Aguilera",Moves Like Jagger
1029NOW,2015-04-21 14:20:01 +0000 UTC," Maroon 5",She Will Be Loved
1029NOW,2015-04-21 14:20:01 +0000 UTC," Bruno Mars",Treasure
1029NOW,2015-04-21 14:20:01 +0000 UTC," George Ezra",Budapest
1029NOW,2015-04-21 14:20:01 +0000 UTC," Charli XCX",Boom Clap
1029NOW,2015-04-21 14:20:01 +0000 UTC," Bruno Mars",Locked Out Of Heaven
1029NOW,2015-04-21 14:20:01 +0000 UTC," David Guetta / Sia",Titanium
1029NOW,2015-04-21 14:20:01 +0000 UTC," Nelly Furtado",Say It Right
1029NOW,2015-04-21 14:20:01 +0000 UTC," Bastille",Pompeii
1029NOW,2015-04-21 14:30:01 +0000 UTC," Katy Perry",Wide Awake
1029NOW,2015-04-21 14:30:01 +0000 UTC," Pitbull / Ne-Yo",Time Of Our Lives
1029NOW,2015-04-21 14:30:01 +0000 UTC," Imagine Dragons",Demons
1029NOW,2015-04-21 14:30:01 +0000 UTC," Meghan Trainor",All About That Bass
1029NOW,2015-04-21 14:30:01 +0000 UTC," Vance Joy",Riptide
1029NOW,2015-04-21 14:40:01 +0000 UTC," Vance Joy",Riptide
1029NOW,2015-04-21 14:40:01 +0000 UTC," KID ROCK",All Summer Long
1029NOW,2015-04-21 14:40:01 +0000 UTC," Maroon 5 / Christina Aguilera",Moves Like Jagger
1029NOW,2015-04-21 14:40:01 +0000 UTC," Maroon 5",She Will Be Loved
1029NOW,2015-04-21 14:40:01 +0000 UTC," Bruno Mars",Treasure
1029NOW,2015-04-21 14:40:01 +0000 UTC," George Ezra",Budapest
1029NOW,2015-04-21 14:40:01 +0000 UTC," Charli XCX",Boom Clap
1029NOW,2015-04-21 14:40:01 +0000 UTC," Bruno Mars",Locked Out Of Heaven
1029NOW,2015-04-21 14:40:01 +0000 UTC," David Guetta / Sia",Titanium
1029NOW,2015-04-21 14:40:01 +0000 UTC," Nelly Furtado",Say It Right
1029NOW,2015-04-21 14:50:01 +0000 UTC," Sam Smith",I'm Not The Only One
1029NOW,2015-04-21 14:50:01 +0000 UTC," Ellie Goulding",Love Me Like You Do
1029NOW,2015-04-21 14:50:01 +0000 UTC," Katy Perry",Wide Awake
1029NOW,2015-04-21 14:50:01 +0000 UTC," Pitbull / Ne-Yo",Time Of Our Lives
1029NOW,2015-04-21 14:50:01 +0000 UTC," Imagine Dragons",Demons
1029NOW,2015-04-21 14:50:01 +0000 UTC," Meghan Trainor",All About That Bass
1029NOW,2015-04-21 15:20:01 +0000 UTC," Vance Joy",Riptide
1029NOW,2015-04-21 15:20:01 +0000 UTC," KID ROCK",All Summer Long
1029NOW,2015-04-21 15:20:01 +0000 UTC," Maroon 5 / Christina Aguilera",Moves Like Jagger
1029NOW,2015-04-21 15:20:01 +0000 UTC," Maroon 5",She Will Be Loved
1029NOW,2015-04-21 15:20:01 +0000 UTC," Bruno Mars",Treasure
1029NOW,2015-04-21 15:20:01 +0000 UTC," George Ezra",Budapest
1029NOW,2015-04-21 15:20:01 +0000 UTC," Charli XCX",Boom Clap
1029NOW,2015-04-21 15:20:01 +0000 UTC," Bruno Mars",Locked Out Of Heaven
1029NOW,2015-04-21 15:20:01 +0000 UTC," David Guetta / Sia",Titanium
1029NOW,2015-04-21 15:20:01 +0000 UTC," Nelly Furtado",Say It Right
1029NOW,2015-04-21 15:30:01 +0000 UTC," Sam Smith",I'm Not The Only One
1029NOW,2015-04-21 15:30:01 +0000 UTC," Ellie Goulding",Love Me Like You Do
1029NOW,2015-04-21 15:30:01 +0000 UTC," Katy Perry",Wide Awake
1029NOW,2015-04-21 15:30:01 +0000 UTC," Pitbull / Ne-Yo",Time Of Our Lives
1029NOW,2015-04-21 15:30:01 +0000 UTC," Imagine Dragons",Demons
1029NOW,2015-04-21 15:30:01 +0000 UTC," Meghan Trainor",All About That Bass
1029NOW,2015-04-21 15:40:01 +0000 UTC," Gotye",Somebody That I Used To Know
1029NOW,2015-04-21 15:40:01 +0000 UTC," Coldplay",Clocks
1029NOW,2015-04-21 15:40:01 +0000 UTC," Taylor Swift",You Belong With Me
1029NOW,2015-04-21 15:50:01 +0000 UTC," Pink",Try
1029NOW,2015-04-21 15:50:01 +0000 UTC," Jason Derulo",Want To Want Me
1029NOW,2015-04-21 16:00:01 +0000 UTC," Nico & Vinz",Am I Wrong
1029NOW,2015-04-21 16:00:01 +0000 UTC," Weeknd",Earned It
1029NOW,2015-04-21 16:10:01 +0000 UTC," Mr. Probz",Waves
1029NOW,2015-04-21 16:10:01 +0000 UTC," Green Day",Good Riddance
1029NOW,2015-04-21 16:20:01 +0000 UTC," Ed Sheeran",Thinking Out Loud
1029NOW,2015-04-21 16:30:01 +0000 UTC," Christina Perri",Jar Of Hearts
1029NOW,2015-04-21 16:30:01 +0000 UTC," Christina Perri",A Thousand Years
1029NOW,2015-04-21 16:40:01 +0000 UTC," Justin Timberlake",What Goes Around... Comes Around
1029NOW,2015-04-21 17:00:01 +0000 UTC," Pink",So What
1029NOW,2015-04-21 17:10:02 +0000 UTC," Mark Ronson And Bruno Mars",Uptown Funk
1029NOW,2015-04-21 17:30:01 +0000 UTC," Taylor Swift",Style
1029NOW,2015-04-21 17:40:01 +0000 UTC," Vance Joy",Riptide
1029NOW,2015-04-21 17:40:01 +0000 UTC," Alanis Morissette",Hand In My Pocket
1029NOW,2015-04-21 17:50:01 +0000 UTC," Pitbull / Ne-Yo",Time Of Our Lives
1029NOW,2015-04-21 17:50:01 +0000 UTC," Killers",Somebody Told Me
1029NOW,2015-04-21 17:50:01 +0000 UTC," Maroon 5",Sugar
1029NOW,2015-04-21 18:00:01 +0000 UTC," Echosmith",Cool Kids
1029NOW,2015-04-21 18:10:01 +0000 UTC," Meghan Trainor",Lips Are Movin'
1029NOW,2015-04-21 18:10:01 +0000 UTC," Coldplay",Paradise
1029NOW,2015-04-21 18:10:01 +0000 UTC," Alanis Morissette",Ironic
1029NOW,2015-04-21 18:40:01 +0000 UTC," Mark Ronson And Bruno Mars",Uptown Funk
1029NOW,2015-04-21 18:40:01 +0000 UTC," Echosmith",Bright
1029NOW,2015-04-21 18:40:01 +0000 UTC," Taylor Swift",Shake It Off
1029NOW,2015-04-21 18:50:01 +0000 UTC," Weeknd",Earned It
1029NOW,2015-04-21 19:20:01 +0000 UTC," Milky Chance",Stolen Dance
1029NOW,2015-04-21 19:30:01 +0000 UTC," Coldplay",Paradise /
1029NOW,2015-04-21 19:30:01 +0000 UTC," Maroon 5",Sugar
1029NOW,2015-04-21 19:40:01 +0000 UTC," Bruno Mars",Locked Out Of Heaven
1029NOW,2015-04-21 19:50:01 +0000 UTC," Vance Joy",Riptide
1029NOW,2015-04-21 19:50:01 +0000 UTC," KID ROCK",All Summer Long
1029NOW,2015-04-21 19:50:01 +0000 UTC," Maroon 5 / Christina Aguilera",Moves Like Jagger
1029NOW,2015-04-21 19:50:01 +0000 UTC," Maroon 5",She Will Be Loved
1029NOW,2015-04-21 19:50:01 +0000 UTC," Bruno Mars",Treasure
1029NOW,2015-04-21 19:50:01 +0000 UTC," George Ezra",Budapest
1029NOW,2015-04-21 19:50:01 +0000 UTC," Charli XCX",Boom Clap
1029NOW,2015-04-21 20:00:01 +0000 UTC," Meghan Trainor",All About That Bass
1029NOW,2015-04-21 20:00:01 +0000 UTC," Ariana Grande",One Last Time
1029NOW,2015-04-21 20:00:01 +0000 UTC," Bruno Mars",Locked Out Of Heaven
1029NOW,2015-04-21 20:00:01 +0000 UTC," Coldplay",Paradise /
1029NOW,2015-04-21 20:00:01 +0000 UTC," Maroon 5",Sugar
1029NOW,2015-04-21 20:00:01 +0000 UTC," Milky Chance",Stolen Dance
1029NOW,2015-04-21 20:00:01 +0000 UTC," Weeknd",Earned It
1029NOW,2015-04-21 20:00:01 +0000 UTC," Mark Ronson And Bruno Mars",Uptown Funk
1029NOW,2015-04-21 20:00:01 +0000 UTC," Echosmith",Bright
1029NOW,2015-04-21 20:00:01 +0000 UTC," Taylor Swift",Shake It Off
1029NOW,2015-04-21 20:20:01 +0000 UTC," Vance Joy",Riptide
1029NOW,2015-04-21 20:30:01 +0000 UTC," Cee Lo Green",Forget You
1029NOW,2015-04-21 20:50:01 +0000 UTC," George Ezra",Budapest
1029NOW,2015-04-21 21:10:01 +0000 UTC," Maroon 5",Sugar
1029NOW,2015-04-21 21:20:01 +0000 UTC," Weeknd",Earned It
1029NOW,2015-04-21 21:30:01 +0000 UTC," Ellie Goulding",Love Me Like You Do
1029NOW,2015-04-21 21:40:01 +0000 UTC," Green Day",Wake Me Up When September Ends
1029NOW,2015-04-21 21:50:01 +0000 UTC," Taylor Swift",Style
1029NOW,2015-04-21 21:50:01 +0000 UTC," Fergie",Big Girls Don't Cry
1029NOW,2015-04-21 22:10:01 +0000 UTC," Pitbull / Ne-Yo",Time Of Our Lives
1029NOW,2015-04-21 22:10:01 +0000 UTC," Plain White T's",Hey There Delilah
1029NOW,2015-04-21 22:20:01 +0000 UTC," Taylor Swift",Style
1029NOW,2015-04-21 22:20:01 +0000 UTC," Fergie",Big Girls Don't Cry
1029NOW,2015-04-21 22:20:01 +0000 UTC," Green Day",Wake Me Up When September Ends
1029NOW,2015-04-21 22:20:01 +0000 UTC," Ellie Goulding",Love Me Like You Do
1029NOW,2015-04-21 22:20:01 +0000 UTC," Weeknd",Earned It
1029NOW,2015-04-21 22:20:01 +0000 UTC," Maroon 5",Sugar
1029NOW,2015-04-21 22:20:01 +0000 UTC," George Ezra",Budapest
1029NOW,2015-04-21 22:20:01 +0000 UTC," Cee Lo Green",Forget You
1029NOW,2015-04-21 22:20:01 +0000 UTC," Vance Joy",Riptide
1029NOW,2015-04-21 22:20:01 +0000 UTC," Meghan Trainor",All About That Bass
1029NOW,2015-04-21 22:30:01 +0000 UTC," Mr. Probz",Waves
1029NOW,2015-04-21 22:30:01 +0000 UTC," Maroon 5",Sugar
1029NOW,2015-04-21 22:30:01 +0000 UTC," Walk The Moon",Shut Up And Dance
1029NOW,2015-04-21 22:30:01 +0000 UTC," Pitbull / Ne-Yo",Time Of Our Lives
1029NOW,2015-04-21 22:30:01 +0000 UTC," Plain White T's",Hey There Delilah
1029NOW,2015-04-21 22:40:01 +0000 UTC," Pitbull / Ne-Yo",Time Of Our Lives
1029NOW,2015-04-21 22:40:01 +0000 UTC," Plain White T's",Hey There Delilah
1029NOW,2015-04-21 22:40:01 +0000 UTC," Taylor Swift",Style
1029NOW,2015-04-21 22:40:01 +0000 UTC," Fergie",Big Girls Don't Cry
1029NOW,2015-04-21 22:40:01 +0000 UTC," Green Day",Wake Me Up When September Ends
1029NOW,2015-04-21 22:40:01 +0000 UTC," Ellie Goulding",Love Me Like You Do
1029NOW,2015-04-21 22:40:01 +0000 UTC," Weeknd",Earned It
1029NOW,2015-04-21 22:40:01 +0000 UTC," Maroon 5",Sugar
1029NOW,2015-04-21 22:40:01 +0000 UTC," George Ezra",Budapest
1029NOW,2015-04-21 22:40:01 +0000 UTC," Cee Lo Green",Forget You
1029NOW,2015-04-21 22:50:02 +0000 UTC," Maroon 5",Wake Up Call
1029NOW,2015-04-21 22:50:02 +0000 UTC," George Ezra",Budapest
1029NOW,2015-04-21 22:50:02 +0000 UTC," Rihanna",Umbrella /
1029NOW,2015-04-21 22:50:02 +0000 UTC," Ellie Goulding",Love Me Like You Do
1029NOW,2015-04-21 22:50:02 +0000 UTC," Mr. Probz",Waves
1029NOW,2015-04-21 22:50:02 +0000 UTC," Maroon 5",Sugar
1029NOW,2015-04-21 22:50:02 +0000 UTC," Walk The Moon",Shut Up And Dance
1029NOW,2015-04-21 23:00:01 +0000 UTC," Taylor Swift",Blank Space
1029NOW,2015-04-21 23:10:01 +0000 UTC," Vance Joy",Riptide
1029NOW,2015-04-21 23:10:01 +0000 UTC," Alanis Morissette",You Oughta Know
1029NOW,2015-04-21 23:40:01 +0000 UTC," Eminem / Rihanna",Love The Way You Lie
1029NOW,2015-04-21 23:40:01 +0000 UTC," Bruno Mars",The Lazy Song
1029NOW,2015-04-21 23:50:01 +0000 UTC," Pitbull / Ne-Yo",Time Of Our Lives
1029NOW,2015-04-21 23:50:01 +0000 UTC," Hozier",Take Me To Church
1029NOW,2015-04-22 00:00:01 +0000 UTC," Ellie Goulding",Love Me Like You Do
1029NOW,2015-04-22 00:10:01 +0000 UTC," Nico & Vinz",Am I Wrong
1029NOW,2015-04-22 00:10:01 +0000 UTC," Coldplay",Yellow
1029NOW,2015-04-22 00:10:01 +0000 UTC," Gnarls Barkley",Crazy
1029NOW,2015-04-22 00:20:01 +0000 UTC," Vance Joy",Riptide
1029NOW,2015-04-22 00:20:01 +0000 UTC," Alanis Morissette",You Oughta Know
1029NOW,2015-04-22 00:20:01 +0000 UTC," Taylor Swift",Blank Space
1029NOW,2015-04-22 00:20:01 +0000 UTC," Maroon 5",Wake Up Call
1029NOW,2015-04-22 00:20:01 +0000 UTC," George Ezra",Budapest
1029NOW,2015-04-22 00:20:01 +0000 UTC," Rihanna",Umbrella /
1029NOW,2015-04-22 00:20:01 +0000 UTC," Ellie Goulding",Love Me Like You Do
1029NOW,2015-04-22 00:20:01 +0000 UTC," Mr. Probz",Waves
1029NOW,2015-04-22 00:20:01 +0000 UTC," Maroon 5",Sugar
1029NOW,2015-04-22 00:20:01 +0000 UTC," Walk The Moon",Shut Up And Dance
1029NOW,2015-04-22 00:30:01 +0000 UTC," Bruno Mars",It Will Rain
1029NOW,2015-04-22 00:30:01 +0000 UTC," OneRepublic",Love Runs Out
1029NOW,2015-04-22 00:30:01 +0000 UTC," Nico & Vinz",Am I Wrong
1029NOW,2015-04-22 00:30:01 +0000 UTC," Coldplay",Yellow
1029NOW,2015-04-22 00:30:01 +0000 UTC," Gnarls Barkley",Crazy
1029NOW,2015-04-22 00:30:01 +0000 UTC," Ellie Goulding",Love Me Like You Do
1029NOW,2015-04-22 00:30:01 +0000 UTC," Pitbull / Ne-Yo",Time Of Our Lives
1029NOW,2015-04-22 00:30:01 +0000 UTC," Hozier",Take Me To Church
1029NOW,2015-04-22 00:30:01 +0000 UTC," Eminem / Rihanna",Love The Way You Lie
1029NOW,2015-04-22 00:30:01 +0000 UTC," Bruno Mars",The Lazy Song
1029NOW,2015-04-22 00:40:01 +0000 UTC," Taylor Swift",Style
1029NOW,2015-04-22 00:50:01 +0000 UTC," Maroon 5",Sugar
